"","KB100","KB101","KB102","KB103","KB104","KB105","KB107","KB108","KB109","KB110","KB111","KB112","KB113","KB114","KB115","KB116","KB117","KB142","KB143","KB144","KB145","KB146","KB147","KB148","KB149","KB150","KB151","KB152","KB153","KB154","KB155","KB156","KB157","KB158","KB159","KB160","KB161","KB162","KB163","KB164","KB165","KB166","KB167","KB168","KB169","KB170","KB171","KB172","KB173","KB174","KB175","KB176","KB177","KB178","KB179","KB180","KB181","KB182","KB183","KB184","KB185","KB186","KB187","KB188","KB189","KB190","KB191","KB192","KB193","KB194","KB195","KB196","KB197","KB198","KB199","KB200","KB201","KB202","KB203","KB204","KB205","KB206","KB207","KB208","KB209","KB210","KB211","KB212","KB213","KB214","KB215","KB216","KB217","KB218","KB219","KB22","KB220","KB221","KB222","KB23","KB24","KB25","KB26","KB27","KB28","KB29","KB30","KB31","KB32","KB33","KB34","KB35","KB36","KB37","KB38","KB39","KB40","KB41","KB42","KB43","KB44","KB45","KB46","KB47","KB49","KB50","KB51","KB52","KB53","KB54","KB55","KB56","KB57","KB76","KB77","KB78","KB79","KB80","KB81","KB82","KB83","KB84","KB85","KB86","KB87","KB88","KB89","KB90","KB91","KB92","KB93","KB94","KB95","KB96","KB97","KB98","KB99"
"O95400",NA,12587,20229.3,79018.8,NA,28792.1,NA,64309.9,20268.6,NA,17190.7,NA,26393.2,65360.8,13707.9,103592,NA,53076.6,NA,103777,19593.2,79163.8,NA,NA,NA,47148.9,12882.4,59868.4,NA,22293.8,NA,68787.9,39793,73288.5,NA,33846.2,33126.5,NA,110554,130520,NA,33951.2,NA,207190,18795.9,30949.3,NA,5748.16,NA,25203.9,NA,21322.2,84293.6,16824.4,27326.8,NA,77939.5,103179,NA,48144.4,NA,96056.1,7413.91,83825.3,16605,158384,45083.1,NA,NA,11040.3,74376.3,NA,NA,32638.7,23776.3,36486.3,NA,NA,63764.4,NA,33026.2,NA,103429,7718.86,24129.7,NA,12782.6,NA,40422.6,23751.4,70858.6,NA,57889.9,32100.2,84592,NA,14077.5,24411.1,23962.3,129940,34441.6,NA,94676.3,NA,30460.5,71043.1,36225.2,NA,52251.8,NA,NA,NA,67412.2,87929.3,123012,72079.5,NA,44083.8,NA,NA,NA,28716.8,30841.6,40150.3,NA,NA,23129.2,80083.8,NA,NA,NA,NA,18840.1,13843,84345.9,NA,NA,97085.5,21329.4,51475.5,33724.2,45247,36428.5,137055,37940.9,66858.2,NA,NA,NA,76892,17310.1,53458.3,80315,13136.1,NA,16232.2,NA
"O95425",NA,NA,NA,NA,NA,46432.6,NA,31819.1,14882,NA,NA,50496.4,12143.5,49663.7,NA,14544.4,NA,NA,7541.59,91669.7,24464.7,NA,48774.9,98593.5,NA,NA,9913.42,52993.3,NA,NA,NA,81340.6,NA,88830.6,34590.4,NA,NA,NA,NA,NA,NA,60389.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4116.52,98932.5,107665,8922.08,NA,NA,29035.9,NA,64545.6,NA,33651.9,NA,23405.1,NA,NA,NA,NA,NA,25271.4,45623.9,NA,NA,NA,63469,NA,NA,NA,56469.7,NA,66161.8,NA,40681.9,NA,45870.4,43379.4,NA,NA,86818.2,31975.8,51655.8,NA,31559.8,NA,10769,43899.7,7689.23,NA,8505.85,90224.5,88768.3,NA,16996.8,NA,7352.47,NA,11035.1,NA,112205,64602.8,22777.8,61735.9,64318,27967.5,NA,NA,NA,43713.7,22140.4,NA,73270,86369.3,59574.3,99217.4,NA,NA,NA,104763,30856,NA,NA,NA,NA,45833.6,15398.8,71894.2,NA,97526.3,NA,82839.3,NA,26977.7,21361.6,NA,NA,98375.1,25763.8,23968.9,117464,17726.7,136022,17680,NA
"O95433",38427.3,77889.6,86208.9,566542,144868,282013,79378.4,164096,174626,23870.8,90814,219922,152854,675890,156182,253161,43834.7,199080,155730,747683,134441,180512,NA,336274,133087,182745,247329,224939,143972,182971,110391,214151,228309,409216,149467,90870.5,197080,136377,469856,186095,63451.1,105098,NA,165522,172298,49218.5,57644.3,105286,156903,309132,86723.9,199358,400888,123488,155229,88525.1,212305,89815.7,159727,138671,71068.4,261714,93628.4,115820,NA,189265,121374,233601,49339.4,81804.6,93892.7,60272,103687,196376,425314,97934.4,175837,207154,251164,114202,23138.2,63707.6,483641,128946,121825,185872,48034.5,196400,478009,45806.3,312792,107324,317105,1026760,296910,398440,170542,177939,195832,194824,207928,81283.6,1137320,170733,321270,427016,393983,193510,209745,67579.3,3054.35,192040,388561,281692,403775,937310,184055,320561,142490,139656,NA,130847,169086,131157,143433,306726,129989,393854,67298,180304,201494,235089,78167.9,164374,352319,196148,223218,468267,248030,89509.1,123248,401109,233921,433203,114198,507700,64950.6,69793.8,127837,259856,197866,103119,358696,122332,188559,208326,111620
"O95436",NA,NA,NA,202605,NA,95881.1,NA,NA,NA,NA,NA,NA,NA,27501.5,NA,19433.2,NA,158181,NA,NA,NA,221270,NA,NA,NA,NA,NA,NA,NA,21999.8,NA,256264,NA,NA,NA,NA,NA,NA,NA,NA,NA,100972,NA,NA,NA,NA,NA,NA,NA,130948,NA,NA,NA,NA,94951.4,NA,45478.6,NA,NA,94858.5,NA,NA,NA,NA,NA,NA,NA,84856.9,NA,NA,NA,NA,NA,NA,64192.1,NA,NA,NA,NA,NA,186867,NA,117653,NA,NA,NA,NA,NA,227973,NA,NA,NA,24851.3,NA,160091,NA,70334,NA,NA,NA,NA,154908,NA,NA,125476,93504.4,NA,NA,15291.1,NA,NA,NA,NA,12071.5,NA,563637,NA,30954.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,180772,NA,NA,NA,62377.4,NA,NA,NA,170525,NA,27490.2,NA,NA,NA,38275.2,NA,58617.5,NA,12645.8,NA,NA,NA,211018,NA,NA,97486.9,NA,NA,NA,NA
"O95456",NA,NA,NA,NA,57305.1,55575,NA,14816.4,53257.1,NA,NA,24128.8,41503.8,NA,NA,22621.8,38931.5,16718.5,NA,98012.8,NA,NA,NA,NA,33415.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26383.9,NA,NA,NA,24873,NA,11648,NA,67848.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,15627.6,NA,NA,2510.41,NA,NA,41612.1,NA,NA,NA,80740.7,19184.2,NA,NA,NA,NA,NA,NA,NA,38600.9,NA,4539.52,NA,55222.3,NA,NA,NA,NA,NA,45602.1,NA,NA,NA,NA,3006.82,NA,90182.4,NA,NA,NA,21662.4,NA,46419.7,12232.4,1550.43,13110,NA,NA,104239,79435,51201.3,NA,31416.2,102150,22334.4,53991.6,120074,NA,25873.3,NA,31043.3,NA,NA,NA,61801.6,NA,32870.9,NA,NA,NA,9598.68,36051.3,13241.6,NA,NA,40816,31169.4,55416.6,10324.8,NA,88954.4,45611.4,7899.11,NA,33759.4,NA,NA,NA,NA,NA,NA,NA,7302.2,51042.2,NA,NA,NA,29380.9
"O95466",51621.5,NA,NA,NA,NA,NA,NA,16213.5,NA,64945.8,NA,57157.3,NA,NA,NA,32929.4,NA,47082,NA,NA,NA,11779.4,NA,9261.29,NA,NA,NA,NA,NA,52187.3,74012.6,NA,NA,27694.8,NA,NA,NA,NA,23597.5,26073.7,NA,NA,NA,NA,NA,NA,43537.3,NA,NA,NA,NA,NA,41560.6,NA,12168.8,NA,64582.7,NA,NA,133774,NA,17709.6,NA,NA,NA,37586.1,NA,64321.4,NA,NA,NA,35769.4,NA,NA,NA,NA,NA,NA,15756.5,NA,NA,NA,86698.4,NA,120268,NA,NA,NA,32381.3,NA,NA,NA,NA,NA,6835.05,44182.3,13501,NA,NA,NA,61738.9,52040.8,6069.54,46567.7,105225,NA,55874.9,134941,115907,15961.8,NA,8132.07,44758.3,NA,35754.6,NA,16305.5,36781.6,97190.6,NA,NA,NA,NA,NA,189632,NA,NA,NA,44704.3,NA,NA,37958.3,NA,NA,57084,NA,NA,142433,36915.7,13362.3,NA,56615.9,NA,NA,18903.8,31825.2,NA,69987.2,70381.8,NA,NA,NA,NA,NA,30614.1,NA,NA
"O95470",NA,21692.3,11926.7,9710.25,14695.3,30606.4,NA,53692.2,NA,NA,NA,NA,42707.4,42387.7,27014.8,70703.3,30166.5,49884.3,NA,34293.9,30761.7,NA,NA,NA,NA,NA,NA,NA,13614.7,NA,NA,29697.4,16291.9,NA,NA,NA,NA,NA,NA,NA,NA,47958.5,NA,NA,27047,NA,NA,30687.9,NA,NA,NA,NA,8819.57,NA,NA,NA,6617.75,NA,NA,NA,25793.6,NA,14664.7,NA,42863.6,11057.5,NA,82081.5,NA,7817.28,NA,NA,NA,27107.4,3080.87,NA,NA,7865.28,31392.8,16584.7,NA,NA,25117.5,NA,14783,6512.98,NA,NA,41416.4,NA,9506.44,NA,19467.7,NA,20922.9,NA,NA,NA,21626.8,11896.2,134655,49059.8,32212.3,NA,63665.3,27089.3,22459.5,NA,78663,NA,NA,NA,49102.7,56479,31434,70185.8,NA,17404.4,27421.4,31102.9,18754.2,25187.9,NA,NA,NA,NA,NA,12007.8,NA,10539.7,NA,NA,11181.1,14259.9,NA,NA,NA,8672.58,11230.5,NA,NA,NA,7464.94,NA,35148.7,20548.1,19660.3,NA,NA,39061.8,NA,31038.7,NA,28364,4797.43,31911.2,NA
"O95479",91812.3,1243900,1394250,90489,753005,67652.7,1383210,262039,1153630,335676,1720730,51591.1,1258760,40172.6,1152760,66966.6,1632180,94305,1727300,138632,1637000,NA,137311,102303,1380610,1545400,1141080,53296.5,1129150,67547.4,867344,NA,802796,76763.8,987210,1993210,1276880,71129.7,48604,324068,1652540,58883.3,1157710,120636,795432,160795,360910,1603300,1720050,122906,979587,1296730,48425.1,1928490,NA,1492080,115219,56512.6,901796,27423.3,1061760,43607.7,1318140,68788.5,1323870,94908.7,1498360,119824,80200.8,1220460,760724,190907,1049500,899385,58091.7,1542960,92688.3,709882,144077,1225610,149283,1105250,31667.8,800187,1067330,559543,913029,1347110,83624.3,1242110,44344.3,568962,162300,94856,108372,385843,114870,1516000,1106600,91759.7,38279,109840,131097,64586,56347.4,32663.4,103998,263865,764841,240177,129292,78627.1,107073,118967,53544.5,134363,232083,102410,1066920,1282270,2083270,1641140,1444200,1152940,NA,36373.2,1246960,81962.2,166661,1719860,1281770,66760.2,1528670,923575,287576,NA,1036230,100435,1508350,NA,1792460,84931.7,1504980,NA,807813,156968,1526090,132409,520573,94636.8,989907,81065,26446.1,999700,93213.4,1346440,NA
"O95486",24090.6,110283,56046.3,4268.24,48098.9,16551,33467.1,55405.5,51504.7,NA,25527.3,25156.2,39176,38105.9,67149.2,6027.85,24070.6,59194.2,52429.6,8265.81,67963.6,NA,12070.7,26095.6,54274.9,43647.9,69641.9,NA,51290.4,NA,53761.1,38356.6,62263.5,33603.8,75607.6,82910,77095.9,41211.4,27076.5,39389,28063.3,NA,19240.5,NA,65349.3,48091.6,2411.46,46541.1,42969.5,NA,42089.1,78429.9,18766.4,39479.6,62630.5,34563.8,27083.8,21016.2,79288.1,42158.9,68676.8,44531,41053.2,24781.8,80783.7,NA,63982.5,21227.3,22247.9,36577.9,79722.7,14767.8,109937,71228.3,28952.7,35413.5,23390.1,109834,7578.34,47784.7,25388.4,18266.2,15351.5,39048.6,56199.4,78414.9,46004.6,10455.1,42857.5,61263.3,145700,27236.3,26289.8,26544.8,45318.6,22551.5,7792.79,48310.9,69084,15617.3,18357.5,27989.6,7955.33,20672.3,16098.3,7527.54,40630.2,28656.2,84100.3,NA,6572.5,17933.2,29526.1,34086.2,15302,6932.9,NA,20423.7,80684,80280.2,41612,58162.2,108543,64910.1,NA,11842.4,32743,17194.9,NA,57682.5,48081.4,31843.4,81100.8,43413.7,30676.8,27230,NA,42257.9,29579.4,28306.7,73542.6,19099.1,48653,4253.26,57234.6,52719.8,78015.4,12566.6,72578.5,20404.2,53043.1,37748.1,26447.7,60928.5,22731.7,95837.6,50233.3
"O95487",61867.8,38152.1,34073.5,NA,64515.7,39569.8,40771.6,7110.61,49798,NA,NA,14138.6,64082.1,35915.3,40298.7,32410.5,43352.9,40431.8,26051.8,54027.9,54054.8,NA,27808,NA,55621.2,NA,NA,41847.7,23574.9,NA,NA,24658.3,54107.6,18483.1,44705.9,55040.3,NA,24191.4,29050.9,NA,15396.3,NA,NA,NA,14988.9,NA,NA,45213.4,55662.8,NA,32210.9,41256.7,53368.8,NA,NA,48832.8,46080.6,16744.2,20952.9,27383.5,37381.2,NA,40732.4,38805.2,48921.3,29782.3,48063.6,NA,NA,NA,NA,NA,NA,54586.7,33917.8,29087.3,NA,34361.3,47068.5,47780.2,NA,NA,NA,58764.3,35390.6,58744.6,20293.2,NA,NA,54311.6,111798,NA,55055.1,62733.5,46924.1,NA,101790,NA,81192,NA,65151.9,40839.8,44440.2,45558,45019.8,47761.9,33118.5,13721.8,25635,36251.2,NA,55897.4,44132,33455.1,28716,42268,12149.1,8945.18,62907.7,73212.8,94992.5,44407.1,84866.4,60242.3,18565.1,17687.2,55234.3,18356,NA,21426.8,89588.4,30837.6,65129.6,NA,NA,NA,NA,NA,NA,15663.2,19774.3,NA,39395.5,NA,NA,20941.1,59245.9,NA,NA,16546.9,50101,32345.9,NA,57025.6,NA,48372.1,NA
"O95497",NA,141989,192237,2321700,1105180,NA,19536.1,645785,250986,NA,359924,NA,NA,NA,760151,48194.7,80977.3,NA,NA,NA,NA,17362.1,1755110,634558,102303,281487,75867.7,NA,121171,59502.3,625326,NA,320211,55161.6,200457,294509,12481.4,NA,3341140,184753,NA,NA,NA,69803.9,91600.7,NA,209572,1736500,249317,NA,529835,357397,218954,137676,NA,371294,321592,NA,381953,NA,90504.9,NA,116282,16881,36405.2,NA,255420,NA,NA,336310,495760,NA,NA,390025,10657.1,169651,89489.4,256007,NA,65665.8,168695,604588,NA,359440,127132,365623,172061,399763,NA,414684,222211,2007210,122194,296117,NA,53596.3,NA,190712,707503,6294990,NA,5150.94,73435,14007.8,NA,12434,NA,838997,NA,NA,25822.5,NA,NA,258306,19344.1,661160,NA,1075710,327663,NA,318899,311811,362259,482783,NA,NA,240191,NA,NA,211666,NA,1245510,509813,241891,NA,NA,223536,50608.4,415051,NA,238510,NA,120601,NA,NA,NA,317770,966537,145310,30500.2,620938,NA,NA,95880.7,437716,44729.1,NA
"O95562",92610.7,NA,NA,135634,NA,NA,39410.7,263743,24210.9,NA,NA,NA,53614.1,244176,49503.1,188260,NA,156263,62616.7,102560,23980.2,151538,17346.7,224722,47744.7,NA,58472,72197.1,67774.4,282697,25300.7,164996,78784,192538,41713.4,72109.5,61023.6,218414,74528.2,70785,NA,210991,NA,47917.8,34602.3,116991,82121.5,50964.5,34878.2,152514,36798.9,NA,253137,NA,81249.5,NA,74558.7,113937,36340.3,123585,65937.3,213524,55321.9,69852.3,89672.6,343348,49563,329370,195966,22821.2,NA,94567.4,NA,100081,182920,46735.1,33198.9,NA,418501,31647,112469,NA,54340,37983.6,65229.5,NA,75321.4,62752.7,163688,47075.1,157745,NA,23471.8,144356,210722,72529.4,90607.5,NA,58277.2,86965.5,752759,124577,80170.6,79268.8,83879.7,317692,81454.5,71281.2,58306.7,NA,95479.9,46000.5,102268,87400.2,160319,327149,87493.5,174973,66268.8,33738.7,36724.5,65879,76407.5,NA,31338.6,70263.4,50898.5,65117.7,41355.4,61489.5,43186.2,123279,37659.8,50966.5,78088.9,154187,67977.8,124806,38379.8,74000.5,56914.4,123985,46488.2,134553,36980.2,111277,47749.2,NA,NA,45747.8,46492.8,42785.7,87715.8,14148.1,181494,84034.6,83087.6
"O95571",87393.9,1090860,712657,527473,738178,202471,990976,443504,835472,256471,826287,164430,727385,269746,522555,258105,820899,346426,335556,397281,859128,168800,180708,471747,864751,303426,719124,233938,601556,327075,403456,363329,566192,1445560,606770,783491,690549,196810,855773,633842,822985,42396.4,522942,387256,790078,147611,560852,768473,673241,165735,974822,909556,542036,630996,269900,1014790,437284,263700,369071,297601,611968,195982,750371,184634,620686,335178,858287,140678,90245.4,429347,572748,333731,406788,773446,200117,524682,108663,1694850,191746,728335,87525.9,738611,246583,882974,625094,494237,591718,1201180,292076,735596,148487,1343290,1037370,463066,94852.1,145836,456711,937210,823748,189695,156609,174054,65533,289561,195771,328598,435140,367782,296250,89222.5,197967,299403,160937,243710,152084,92425.4,948526,194992,215735,460053,512428,428844,739213,886248,459607,400903,558154,201257,153574,838540,1736960,708366,928356,347377,771097,417777,949540,274828,1175560,154462,581167,341257,810626,238703,521791,181617,691774,392631,352038,258953,609229,100191,175885,476002,137312,617170,163083
"O95573",75681.3,70369,87778.2,251176,55996.6,47568.7,59825.3,30853.8,60672.5,NA,NA,104401,57165.9,27111.2,51528,80867.8,87764.3,123074,63029.3,38015.9,40938.9,NA,NA,451463,59248.4,107977,60731.7,72518.6,32782.6,82131.8,NA,126310,31655.5,NA,39326.9,34265.6,NA,NA,NA,NA,54882.9,40721.5,NA,165014,17539.8,280461,42698.7,88086.7,102054,NA,86939.6,117565,39902.8,79540.7,NA,44472.1,79135,47053.1,54405.7,11652.4,41331.2,202746,39671.8,63220.9,40907.7,81501.6,101240,40065.8,123900,39452.1,68825.5,NA,NA,70111.3,161922,80957.1,93056.5,75014.6,57020.6,45483.3,47795.9,44938.9,105216,NA,NA,NA,NA,70124.5,175828,NA,88939,NA,28060,703860,39541.8,NA,126860,95787,79316.6,74745.5,48166,NA,261531,91979.7,67950.1,74723.5,40575,45242.7,30893.8,NA,NA,85755.7,49238,38245.9,50868.2,409727,72072.2,101483,NA,49067.1,104554,NA,86739.8,103441,NA,53355,NA,56042.2,NA,48986.2,35341.7,NA,74741.6,12815.3,35293.2,98491.4,NA,71020.1,NA,21841.1,76452.3,NA,NA,84502.7,NA,35771.9,77935.1,39038.8,54162.3,74764,43453.1,43283.4,38571.6,39868.5,55122.9,66525.1,83297.8
"O95602",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93651.7,NA,112482,NA,NA,21747.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47411.4,NA,NA,NA,36169.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17838.9,NA,NA,40068.9,NA,NA,NA,NA,NA,NA,NA,38851.7,NA,48998.1,NA,NA,NA,NA,NA,NA,NA,27215.2,NA,NA,NA,NA,NA,NA,NA,NA,49574.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105829,NA,51947.6,NA,NA,NA,NA,NA,NA,64684,NA,NA,NA,NA,NA,NA,NA,52642.7,61756.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28954.3,NA,NA,NA,17457.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52240.3,NA,NA
"O95674",392280,247207,336388,625487,384481,189252,173258,106665,354854,127373,371432,263452,526187,196538,390117,200325,348202,325266,320831,290256,530573,434973,84592,143381,333049,426179,363313,303417,349270,150147,250612,591459,435883,391685,280092,382780,503323,370443,237900,213934,392031,425723,367480,292125,249696,100378,328499,291262,312507,261213,187408,143530,270013,272602,134782,367170,465361,232279,253884,250491,605034,389192,269250,302846,354061,550405,104647,1031680,811307,261429,162108,43731.1,285812,542181,225980,238649,222072,430160,501469,451386,131613,603522,516064,416645,352500,249792,359475,264042,665813,491281,285020,400593,163453,149474,284199,150209,317442,446252,258501,117011,636284,300095,90155.4,282006,183083,165723,165735,86424.4,274000,NA,142600,188388,117549,242872,304583,225087,203470,110142,179638,185018,197695,232165,414384,150237,169506,447915,265678,371490,182442,310756,282280,294237,417357,239178,301672,99393.1,231188,207429,550506,231356,480082,243515,601855,550534,351154,144307,489167,137181,272839,242113,250645,447391,298397,317007,460073,354914,218678
"O95716",7111.61,NA,NA,16320.4,NA,NA,NA,NA,NA,NA,NA,24339.7,NA,54035.9,9798.71,16235,NA,NA,NA,51493.1,28163.7,NA,NA,39034.4,NA,NA,NA,33030.6,NA,NA,NA,16442.1,NA,36566.5,NA,NA,NA,50575.8,100276,32642.7,NA,NA,NA,NA,NA,197670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50259.7,NA,45657.6,NA,NA,NA,34463.8,NA,NA,NA,50467.7,NA,NA,NA,NA,NA,10795.6,26823.1,NA,25707.3,NA,38458.1,NA,NA,NA,35444.1,NA,16297.2,NA,22092.9,NA,109508,NA,NA,NA,69509.6,85121.9,18538.1,NA,NA,NA,NA,8668.61,51967.4,11384.8,46348.1,NA,15438.8,13006.3,26159.4,NA,18395,NA,NA,NA,NA,26190.7,41331.9,18468.3,51234.2,NA,23387.5,NA,NA,NA,8398.95,NA,NA,NA,NA,23605.9,NA,NA,NA,6473.11,NA,NA,33135.3,NA,NA,56087.9,NA,NA,NA,15325,NA,NA,20350.3,19611.1,NA,NA,NA,17272,NA,NA,25777.2,NA,31766.1,NA,NA
"O95721",NA,88655.6,149880,28246.5,36761.1,61336.1,NA,32465.5,122248,NA,28855.7,24871.1,88187.5,75030.6,21864.2,14403.9,46268.9,74564.7,76940.4,33853.7,95916.3,NA,NA,11404.2,9002.13,126028,143807,36420.5,77144.2,22676.1,NA,53813.5,109558,67954.2,82777.7,139661,90638.7,NA,40398.2,NA,53433.4,NA,NA,NA,53574.1,74444,NA,113941,70820.4,NA,19704.7,53167.3,56962.8,37759.4,NA,91948,26283.6,61693.7,91217.4,47243,NA,19915.7,11934.1,36030.6,82478.5,49549.2,62254.3,7174.07,NA,6182.01,NA,NA,22862.9,52644.9,82914.8,90848.4,21551.8,NA,73141.9,105745,NA,22544,57190.6,38292,122162,61065,NA,NA,58802.3,41894.6,28702.5,NA,76209.4,NA,40508.5,NA,NA,37524.4,122950,91669.6,106713,NA,36988.8,7687.83,11925.6,18317.7,11378.4,NA,16483.4,NA,NA,NA,37348.5,59341.8,30974.5,122822,39927.8,157893,31399.7,68267.9,NA,73841.2,132431,27913.4,NA,42986.4,124255,73413.4,NA,146363,228394,108109,121698,96993.9,28646.3,NA,NA,66056.6,102722,NA,82336.1,49036.6,71216.7,21519,59568.4,71245,33031.9,NA,NA,46255.1,141629,18862.7,25397,119058,19886.9,101427,NA
"O95747",291062,339726,490558,389627,371481,470852,398322,604154,442855,335592,251566,370610,354158,242424,437498,186474,505352,479850,561616,1000100,583421,476413,593685,336565,297247,328794,643494,498598,553300,213037,244572,454831,491071,452650,711842,440798,630474,406371,738748,805088,692015,370892,343816,408863,376045,233317,561793,294260,458959,410612,443598,551196,644546,349143,254479,447491,601250,529883,670059,467405,482858,396599,404884,579785,535778,724288,525644,594912,397175,259508,449180,296109,497643,646699,320772,435901,413530,378022,550244,556774,608327,284354,433260,517045,678775,499840,727972,400052,440698,569887,335968,529257,498947,203009,492644,306628,574665,294368,711033,573170,312436,232400,677361,309937,352182,382303,478305,280636,420112,424327,270307,192853,474344,469022,312515,527642,586313,455082,610601,560464,356463,328066,740830,378400,358199,793140,882502,1531380,603858,538330,533423,351638,430786,617318,719252,389364,437996,420325,290645,390989,449497,328536,436102,388409,426275,402461,554549,582544,230195,544180,491041,690717,390128,664439,703748,602009,347188
"O95757",4011.1,63973.1,NA,94852.2,NA,13973.1,NA,NA,NA,NA,NA,8702.29,NA,205210,NA,61938,NA,8156.44,NA,33843.9,NA,47837.8,NA,NA,NA,NA,14524.9,83745.8,NA,30044.4,NA,33405.3,NA,NA,NA,NA,NA,14458.7,NA,73748.8,NA,53568.1,NA,NA,NA,NA,NA,NA,NA,29543,NA,NA,58446.6,NA,NA,NA,18280.8,51297,NA,15707.4,NA,158863,NA,57612,15039,184930,21897.6,20244.8,226046,NA,NA,NA,NA,10707.9,85012.8,NA,10012,45088.8,NA,30263.4,26179.6,NA,14650.3,20246,11075.1,NA,NA,NA,NA,NA,11500.5,NA,13936.4,NA,NA,NA,34215.2,NA,38438.2,23502.6,119157,77924.7,27303.4,36055.7,23108.7,198148,30565.2,NA,NA,NA,NA,NA,68598.9,19259.3,NA,12895.1,NA,51870.6,NA,15204.6,NA,NA,NA,NA,NA,NA,NA,207405,NA,NA,NA,24415.1,NA,NA,NA,29743.3,NA,64220.7,NA,24685.1,NA,56956,25310.7,NA,NA,8555.05,NA,35430.9,NA,63650.9,NA,23905.8,41463.2,NA,NA,15824.3,NA
